Week	cond-entropy
2	0.0522063092568
3	0.0642347820143
4	-0.00612766382629
5	0.0343078276353
6	0.0313819910802
7	0.00497376144507
8	0.031854561779
9	0.00393396427533
10	0.0327560712666
11	0.0190394692182
12	-0.00447076152731
13	0.0382354883418
14	0.00163420346645
15	0.021030636332
16	0.0187960622122
17	0.00130652889889
18	0.0267348792417
19	0.0215971327963
20	-0.00945776198166
21	-0.0219699741935
22	0.150514997832
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0.0
38	0.1267811925
39	0.0553844599284
40	0.0425479175343
41	0.0362812976631
42	0.0313425413897
43	0.0299229015153
44	-0.52892328741
45	-0.0384497653439
46	-0.025286097199
47	0.0417930850346
48	0.0104065472429
49	0.00846184201497
50	-0.0529180216183
51	0.00602708027956
52	0.0151249733618
53	0.0036189148878
54	0.0149249580978
55	0.0154952832545
56	0.0094239954276
57	0.00676653648539
58	0.0173107340036
59	0.00493663220593
60	0.00648833126661
61	0.0114894917016
62	0.0103356277825
63	0.00952855795106
64	0.008325120214
65	0.0168414313089
66	0.00138574302901
67	0.011611032835
68	0.00171879317244
69	1.02356898669e-05
70	-0.019317734047
71	0.00162554966085
72	0.0120568019861
73	-0.00265368911137
74	0.0193584087484
75	0.0543207347336
76	0.0157009841262
77	0.0123598458039
78	0.0172169758751
79	0.0148246257109
80	0.0170972017992
81	0.0166875244756
82	0.000160540259168
83	0.00459474751599
84	0.00766931126843
85	0.021763336006
86	0.0166669714877
87	0.0160755612245
88	0.0193473001842
89	0.0190337707555
90	0.0195413006989
91	-0.0388851931744
92	0.00449789220428
93	0.0186720599549
94	0.014383331698
95	0.0188760262245
96	0.0107201453606
97	0.0188798974299
98	0.00880188405315
99	0.0199019898416
100	0.0216952667389
101	0.00832977725546
102	-0.00903232136479
103	0.011753619081
104	0.00681454795945
105	-0.00146279074505
106	0.00268501277603
107	0.00881983648678
108	0.0066431059824
109	0.0120884322532
110	0.00249315027599
111	0.00470178952574
112	0.0200669006935
113	0.00812355880348
114	0.0116800211134
115	0.00533481528203
116	0.00263024587931
117	0.0131734870169
118	0.00300475675477
119	0.0184517467269
120	0.00648454874414
121	-0.000317189391399
122	0.0116280878265
123	0.00433610419168
124	0.0145632154634
125	0.0016386053408
126	0.000288502719593
127	-0.00239546668923
128	0.0111160241171
129	0.00883550578162
130	0.00113997243764
131	0.0109321190537
132	0.00859696261668
133	0.00964475809883
134	0.00927729773416
135	0.00589784622556
136	0.00908387501889
137	0.00675098696154
138	0.00527770008456
139	0.0121984503111
140	0.00621374350494
141	-0.000747064354367
142	0.00984853852972
143	-0.00213774202838
144	0.0116099386839
145	-0.0062433386267
146	0.00879259350879
147	0.00284663789938
148	0.000787243288887
149	0.000502989477849
150	7.90905083136e-05
151	0.0160101367092
152	0.011776799548
153	0.00459251959211
154	0.00272893918449
155	0.00738319447104
156	0.00706304629088
157	0.00835331526849
158	0.00485806507349
159	0.0029319882413
160	0.0056958681376
161	0.0105872235092
162	-0.193172828096
163	-0.0209367627027
164	-0.0122340663644
165	-0.000529867638098
166	0.00343047330205
167	0.00535377327391
168	-0.00251243810242
169	9.38559060812e-05
170	0.00260304189394
171	-0.00184771773135
172	0.000561245668558
173	0.00278466624791
174	0.00415038714736
175	0.000613559113202
176	0.000399988009361
177	0.00137580606722
178	0.00239670274788
179	-7.18983709457e-05
180	0.00271823896066
181	-0.000959642858125
182	0.00128180841846
183	0.00250626452551
184	-0.00259264768865
185	0.00306141601438
186	0.00182553662723
187	-0.00515984224496
188	-0.000139662292985
189	0.00101052487077
190	-5.3269331421e-05
191	0.00362579822043
192	0.00169849520762
193	0.00474070687921
194	0.00368753355553
195	0.000953300298601
196	0.00147123450842
197	-0.00127954101564
198	0.00615121213443
199	0.00239344075872
200	0.00339202579122
201	0.000121319108449
202	-0.00128424047762
203	0.00514351749869
204	0.00662434163919
205	0.00328338141423
206	0.00578434768476
207	0.00309328080749
208	0.00155362951643
209	0.00141729112651
210	0.00150584773463
211	0.00300300149873
212	0.00337326577
213	0.00548369133955
214	0.00459200739448
215	0.00323247562994
216	-0.00192864075619
217	0.000802415623999
218	-0.000810130680826
219	0.00216682709081
220	0.00221618682049
221	-0.0020013108605
222	0.00255409066254
223	0.000982981289238
224	-0.000183896601092
225	0.00273589143119
226	0.00539729099622
227	4.37796907526e-05
228	0.00346808380212
229	0.00192875929771
230	0.000287737303162
231	0.00150454025029
232	0.0010110453297
233	0.00314844636413
234	0.00247452025204
235	0.000756810147205
236	0.00326216046378
237	-0.00660118225607
238	-0.0035338549799
239	0.00136702132449
240	0.00134944033941
241	0.00107620847584
242	0.0040737501705
243	0.00393638500305
244	0.000528830075539
245	0.00306110543532
246	0.00125791812596
247	0.00304654241687
248	0.00146301784203
249	0.000479785814197
250	0.00247957740045
251	0.00219148378914
252	0.00221883463686
253	0.00176629505513
254	-0.00201881907954
255	0.00243645848467
256	0.00652087995428
257	0.00276214765273
258	0.00184367875898
259	0.00142024075625
260	0.00228409255344
261	-0.00013809527621
262	0.00206754215278
263	0.00259206431752
264	0.000460624009607
265	0.00139936410386
266	0.000713507755856
267	0.00348137297083
268	0.00254305148232
269	0.0026761369579
270	0.00203443024586
271	0.000686900496623
272	0.0040999311009
273	0.00119476604135
274	0.00290834364797
275	0.00164950016028
276	0.00162035704194
277	0.00184294513504
278	0.00186667084896
279	0.00100128218914
280	-0.000838858823749
281	0.00161924237877
282	0.00150197525783
283	0.000273253592294
284	0.00215818880723
285	0.0016965079848
286	0.00057544866431
287	0.0014280307238
288	2.98491918861e-05
289	0.00274848212173
290	0.00139010177355
291	-3.39113719358e-05
292	0.00124789782016
293	-0.000423809170439
294	0.00113739803674
295	0.000798352065453
296	-0.00103740114712
297	0.0012160556146
298	0.00129411499119
299	0.00251539501266
300	0.00112091574248
301	0.000998329606811
302	0.000710226499171
303	0.000948352419353
304	0.00167177885088
305	-0.00135621093705
306	-0.0019985136658
307	-0.00177302290984
308	0.00529397099948
309	0.0011491373076
310	0.000915688693529
311	-0.00087223630489
312	0.000408346343955
313	0.000287169941864
314	0.000687633926097
315	-0.000597415831856
316	0.000370798008211
317	0.000337971340063
318	-5.28561998997e-05
319	0.00205197480533
320	-2.48706837892e-06
321	-0.00216049608779
322	-0.00138232327687
323	0.000916334451749
324	-0.00267489749376
325	-0.000858385658669
326	-0.00316903890561
327	-0.000160660758932
328	7.34921547992e-05
329	-2.15519787411e-05
330	-0.00438319216634
331	0.00258589968497
332	0.00170466516825
333	8.96271738204e-05
334	0.000357768471435
335	0.00071754003112
336	0.000744356319634
337	0.000562600586106
338	0.000324928149026
339	0.00152084656978
340	0.0012173665959
341	0.00182551808949
342	0.00179785781076
343	0.0010524238043
344	0.00251533979557
345	0.00156495751991
346	0.00153954301766
347	0.00121257350261
348	0.00182001684739
349	0.00189023885255
350	0.00325073800041
351	0.000978398952876
352	0.00214376898754
353	0.00201139185269
354	0.00238635423856
355	0.00204644923231
356	0.00249145153045
357	0.00116227950541
358	0.00111390259007
359	-0.00249029059756
360	0.00353063970883
361	0.00126131668653
362	-0.000505631428912
363	0.000455691827953
364	0.00316409508241
365	-0.000724943381739
366	0.00132687653965
367	0.00049992525677
368	0.00123394093272
369	0.00196250624588
370	0.00144395633786
371	0.00207304330256
372	0.00124633602788
373	0.00169505890788
374	0.00205926318355
375	0.0012454426695
376	0.00208705327258
377	0.000694050600163
378	0.00161320455918
379	0.00238152337593
380	0.000173828179333
381	-0.000246633678266
382	-0.00340240752185
383	0.00194438193879
384	0.000938044363135
385	0.00176997507404
386	0.00182054004497
387	0.00108442075017
388	0.0017490315271
389	0.00190038927765
390	0.00105762732881
391	0.0022409152551
392	0.00145065815282
393	0.00166039863356
394	0.000607561528424
395	0.000736592666365
396	0.00245699331435
397	0.00233118207422
398	0.00176027974475
399	0.00217459108811
400	0.00127681663258
401	0.0010676683769
402	0.00277072715976
403	0.00152608777426
404	0.00274883237869
405	-0.00148832577421
406	3.95754381072e-05
407	0.00154979657978
408	0.00210457069261
409	0.00140578927985
410	0.000886732154263
411	-0.00110796567578
412	0.00288461374398
413	0.00227068519856
414	0.00176046736952
415	0.00170143884577
416	0.00123782574414
417	0.000343413852545
418	0.00149736795548
419	0.00179309950337
420	-0.00210887459541
421	0.000896846762424
422	0.000951136187036
423	0.000167471886978
424	0.000668413051287
425	0.00176683471456
426	0.00146356856798
427	0.000691938473565
428	0.00114970815549
429	0.00158486528273
430	0.00184350000392
431	0.000387856681233
432	0.00144099625498
433	0.00126168319221
434	0.00119622257179
435	0.00233228637527
436	-0.000101317111248
437	0.00124882080005
438	0.000860476624411
439	0.00145045781992
440	0.00120935850923
441	0.00119332423227
442	0.00179862855631
443	0.00111072805531
444	0.000950791732604
445	0.0020359307798
446	0.000487085389858
447	0.000170768958505
448	0.0012070773747
449	0.000392777978278
450	0.000917355658884
451	0.000597313948144
452	0.00106181779964
453	0.00111438182592
454	0.000591062809628
455	0.000506274062062
456	0.00112812265333
457	0.0011648261105
458	0.000559393105332
459	0.000497179289462
460	0.00162408069166
461	0.00151231920097
462	0.000467986691377
463	-0.00543839722235
464	0.00137714824642
465	0.00226966801419
466	0.000678679743343
467	0.000891336787327
468	0.000987127563764
469	0.000379987252275
470	0.000852338235743
471	0.00104339521275
472	0.00102142969649
473	0.000588348339549
474	0.00281965440886
475	0.00101169180752
476	0.00119518084932
477	0.00133451608508
478	0.00142598875116
479	0.00184103566432
480	0.00165151136169
481	0.000755962327509
482	-3.65254272188e-05
483	0.00140677794422
484	-0.00351372291411
485	-0.00076600973569
486	0.000363386365696
487	0.00192292161151
488	0.00153591669568
489	0.00104071956454
490	0.00149268948472
491	0.00153660899377
492	0.00136096727341
493	0.000556819028754
494	0.0016748054358
495	0.00125781238296
496	0.00139240114472
497	0.00219798545448
498	0.00205229352293
499	0.00151568368888
500	-0.143667624252
501	-0.0113643512162
502	0.000949664132362
503	0.00178737025185
504	0.00181321806075
505	0.00235945240076
506	0.000726873153023
507	-0.000749343862785
508	0.00232133964759
509	0.00141355935473
510	0.000600755272892
511	0.00185842328982
512	0.00152154716299
513	0.00144956239826
514	0.00150303435399
515	-0.000608425222666
516	0.00220921637073
517	0.0029365443751
518	0.00167681476545
519	0.00195144302107
520	0.00117169638351
